"age","marital-status","relationship","race","sex","native-country"
22,"Married-civ-spouse","Wife","White","Female","United-States"
32,"Divorced","Not-in-family","White","Female","United-States"
27,"Never-married","Own-child","White","Female","United-States"
25,"Never-married","Own-child","White","Female","Guatemala"
36,"Married-civ-spouse","Husband","Other","Male","Iran"
22,"Never-married","Own-child","Amer-Indian-Eskimo","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Separated","Unmarried","Black","Female","United-States"
22,"Never-married","Own-child","White","Male","United-States"
29,"Married-civ-spouse","Wife","White","Female","United-States"
42,"Never-married","Not-in-family","White","Male","United-States"
45,"Never-married","Not-in-family","White","Female","United-States"
33,"Divorced","Not-in-family","White","Female","United-States"
39,"Separated","Unmarried","White","Female","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
53,"Married-civ-spouse","Wife","White","Female","United-States"
30,"Never-married","Not-in-family","White","Female","United-States"
52,"Widowed","Not-in-family","Black","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Never-married","Not-in-family","White","Male","United-States"
61,"Married-civ-spouse","Husband","Black","Male","India"
39,"Divorced","Not-in-family","Black","Male","Dominican-Republic"
47,"Divorced","Unmarried","White","Male","United-States"
19,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
69,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","Other","Male","United-States"
42,"Separated","Unmarried","White","Male","Poland"
30,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Married-spouse-absent","Not-in-family","White","Female","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
53,"Divorced","Not-in-family","Black","Female","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Separated","Own-child","Black","Male","United-States"
38,"Married-civ-spouse","Wife","Black","Female","United-States"
27,"Never-married","Unmarried","White","Female","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Divorced","Own-child","White","Female","United-States"
25,"Never-married","Not-in-family","White","Male","United-States"
32,"Never-married","Not-in-family","White","Female","United-States"
70,"Widowed","Unmarried","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Married-civ-spouse","Wife","White","Female","United-States"
34,"Married-spouse-absent","Not-in-family","Black","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Never-married","Not-in-family","White","Female","United-States"
49,"Divorced","Unmarried","White","Female","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Not-in-family","White","Female","United-States"
31,"Divorced","Unmarried","Black","Female","Japan"
60,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Own-child","White","Female","United-States"
31,"Married-civ-spouse","Wife","Black","Female","United-States"
59,"Widowed","Unmarried","White","Female","United-States"
18,"Never-married","Own-child","White","Female","United-States"
22,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Married-civ-spouse","Own-child","White","Female","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
60,"Widowed","Unmarried","White","Female","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Never-married","Not-in-family","Black","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Separated","Not-in-family","White","Female","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-spouse-absent","Not-in-family","White","Male","Mexico"
34,"Married-civ-spouse","Husband","White","Male","United-States"
53,"Never-married","Not-in-family","White","Female","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
17,"Never-married","Own-child","White","Female","United-States"
53,"Divorced","Not-in-family","White","Female","United-States"
32,"Divorced","Not-in-family","White","Male","United-States"
18,"Never-married","Own-child","White","Male","United-States"
62,"Divorced","Own-child","White","Female","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
73,"Married-civ-spouse","Husband","White","Male","United-States"
64,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Wife","White","Female","United-States"
23,"Never-married","Not-in-family","White","Male","United-States"
30,"Never-married","Other-relative","White","Male","Vietnam"
51,"Divorced","Unmarried","White","Female","United-States"
35,"Divorced","Unmarried","White","Female","United-States"
39,"Never-married","Not-in-family","White","Female","United-States"
35,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","India"
41,"Widowed","Not-in-family","White","Female","United-States"
31,"Divorced","Own-child","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Philippines"
31,"Never-married","Not-in-family","White","Female","United-States"
41,"Divorced","Not-in-family","White","Female","Honduras"
42,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Own-child","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
53,"Divorced","Not-in-family","Black","Male","United-States"
38,"Never-married","Not-in-family","White","Female","United-States"
36,"Divorced","Unmarried","Asian-Pac-Islander","Female","Taiwan"
32,"Never-married","Unmarried","White","Male","Mexico"
20,"Never-married","Other-relative","White","Male","Guatemala"
22,"Never-married","Other-relative","Asian-Pac-Islander","Female","United-States"
25,"Never-married","Unmarried","Amer-Indian-Eskimo","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Not-in-family","White","Male","United-States"
48,"Divorced","Own-child","White","Male","United-States"
20,"Never-married","Not-in-family","White","Male","El-Salvador"
60,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Other-relative","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Married-civ-spouse","Wife","White","Female","United-States"
46,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Philippines"
22,"Never-married","Unmarried","White","Female","United-States"
19,"Never-married","Own-child","White","Female","United-States"
37,"Never-married","Unmarried","White","Male","United-States"
30,"Divorced","Not-in-family","White","Female","United-States"
44,"Never-married","Not-in-family","White","Male","United-States"
22,"Never-married","Not-in-family","White","Male","Canada"
31,"Married-civ-spouse","Husband","White","Male","United-States"
17,"Never-married","Own-child","White","Male","United-States"
21,"Never-married","Not-in-family","White","Male","United-States"
67,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Divorced","Not-in-family","White","Male","United-States"
29,"Divorced","Own-child","White","Male","United-States"
20,"Never-married","Own-child","White","Female","United-States"
27,"Never-married","Own-child","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
36,"Separated","Unmarried","White","Female","Mexico"
43,"Married-civ-spouse","Husband","White","Male","United-States"
62,"Divorced","Not-in-family","White","Male","United-States"
28,"Never-married","Not-in-family","White","Male","Canada"
18,"Never-married","Own-child","White","Female","United-States"
59,"Married-civ-spouse","Husband","Black","Male","United-States"
37,"Divorced","Not-in-family","White","Male","United-States"
27,"Never-married","Not-in-family","Black","Male","United-States"
46,"Divorced","Unmarried","White","Female","United-States"
29,"Separated","Not-in-family","White","Female","United-States"
33,"Married-civ-spouse","Wife","White","Female","United-States"
62,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","White","Female","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
62,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Married-civ-spouse","Husband","White","Male","Poland"
19,"Never-married","Own-child","White","Male","United-States"
27,"Never-married","Unmarried","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-spouse-absent","Not-in-family","White","Female","United-States"
57,"Divorced","Not-in-family","White","Female","United-States"
64,"Married-spouse-absent","Unmarried","White","Female","United-States"
53,"Widowed","Own-child","White","Female","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Separated","Unmarried","Asian-Pac-Islander","Male","South"
41,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Separated","Unmarried","Black","Female","United-States"
45,"Divorced","Other-relative","White","Female","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
